Patient_Index,Neighbor_Rank,Neighbor_Index,Distance_Similarity
191,3,138,4.1596152956156125
191,4,19,4.240567067487041
191,5,14,4.382115643829048
192,1,202,1.565622810392128
192,2,80,1.6115129912549204
192,3,85,2.317122672365567
192,4,255,2.5065582574403584
192,5,0,2.616466953575341
193,1,275,2.299642806935422
193,2,47,2.354671061694028
193,3,146,2.386891645388671
193,4,214,2.4743598924261785
193,5,141,2.5452281317847816
194,1,300,1.931998753411998
194,2,1,2.1068726080117437
194,3,156,2.1730774365448413
194,4,291,2.1795773764878925
194,5,21,2.4706965475964062
195,1,31,1.3890818441262327
195,2,315,1.9105036670183235
195,3,56,1.9666522338460244
195,4,233,2.067968459979468
195,5,307,2.069576379640655
196,1,94,5.65923882116678
196,2,133,6.516832067726435
196,3,302,6.700689255779182
196,4,207,7.049783456855616
196,5,199,7.2897134742155165
197,1,200,1.9469951149613565
197,2,97,2.0164607378802093
197,3,253,2.0473460657455176
197,4,180,2.1066275929030662
197,5,84,2.2244954565303057
198,1,139,2.7590900544260926
198,2,76,2.7725499362015196
198,3,44,3.0314266765583944
198,4,88,3.1530240542276413
198,5,314,3.156439484667635
199,1,57,3.976935461454778
199,2,201,4.439803012617317
199,3,2,4.782487106593339
199,4,165,4.801870286617705
199,5,238,5.168147998868636
200,1,84,1.5076106936268208
200,2,197,1.9469951149613565
200,3,261,2.0372946354080566
200,4,253,2.1425166677198217
200,5,106,2.151149115332322
201,1,206,2.5676823442664616
201,2,165,2.691299400641016
201,3,244,3.0228339775016377
201,4,277,3.360887813351365
201,5,308,3.48773145362236
202,1,192,1.565622810392128
202,2,128,1.791961055763375
202,3,255,1.9085698668292759
202,4,0,2.017909556130596
202,5,284,2.0881030939151763
203,1,184,3.7409372108723367
203,2,244,3.8189827477660265
203,3,308,4.473236089185517
203,4,201,4.514961964141655
203,5,102,4.7283359462343
204,1,191,2.2554843155133772
204,2,159,3.3846815022402232
204,3,19,3.4947238243741587
204,4,130,3.670739484785214
204,5,168,3.7751797684070674
205,1,226,6.205055981407074
205,2,19,6.443432329325649
205,3,191,6.591282527731614
205,4,168,6.66112272974817
205,5,232,6.742911102924296
206,1,165,1.732255946052791
206,2,9,2.2496375140671274
206,3,201,2.5676823442664616
206,4,244,3.842109086190956
206,5,308,4.1920316189751095
207,1,318,4.303274302681808
207,2,69,4.577859396120565
207,3,226,4.766941141619464
207,4,1,4.909709026518473
207,5,133,5.137949843475293
208,1,177,3.077603725862776
208,2,238,3.2773121155016813
208,3,295,3.539188711443804
208,4,53,4.036781559803544
208,5,114,4.101525657937108
209,1,315,1.9610062409831506
209,2,307,2.067243628910277
209,3,195,2.132169636083784
209,4,31,2.1344247586423353
209,5,306,2.1437388403457596
210,1,61,1.7731139817896733
210,2,181,2.069760080596939
210,3,263,2.1100774744008364
210,4,162,2.6255319689886156
210,5,96,2.6788271507049246
211,1,113,1.5094290138761783
211,2,260,1.548322930489704
211,3,233,1.649216813042888
211,4,33,1.6850273467319699
211,5,285,1.6853653390220096
212,1,101,2.0021025925188924
212,2,169,2.2270198416531177
212,3,141,2.455411532399147
212,4,45,2.953074814869239
212,5,214,2.9736893707664787
213,1,10,1.976746899800822
213,2,55,2.550654316844673
213,3,293,2.766438985189177
213,4,225,2.878721705975448
213,5,310,3.0981754682187352
214,1,131,1.2664488163489542
214,2,62,1.4880003135224245
214,3,141,1.5689874357543472
214,4,146,1.5783331512936105
214,5,73,1.5883820389941026
215,1,223,3.6162441520796866
215,2,120,4.189338122247599
215,3,43,4.5314781996103495
215,4,35,4.6955686516928825
215,5,287,4.740153076313577
216,1,309,3.7914124330562133
216,2,164,4.467457946144267
216,3,19,5.59526507660568
216,4,218,5.836541768165443
216,5,140,5.989084353758302
217,1,219,5.138864887235747
217,2,22,5.323488843338957
217,3,268,5.754090407341901
217,4,280,6.470284029916695
217,5,309,6.514808479258191
218,1,253,3.336785627426306
218,2,180,3.4359069726662033
218,3,200,3.4854571160398353
218,4,197,3.509061040461107
218,5,84,3.5342315810776848
219,1,217,5.138864887235747
219,2,164,5.520384329853244
219,3,309,5.853512171484757
219,4,268,5.909531630157904
219,5,143,5.941902914401557
220,1,4,2.595669621594573
220,2,45,2.973756619527775
220,3,305,3.0212681177626615
220,4,109,3.05138099421759
220,5,93,3.162584984160603
221,1,66,3.3016590328487467
221,2,122,3.4097315229369665
221,3,181,3.4766653406732573
221,4,61,3.592074927528193
221,5,162,3.6005941979616316
222,1,52,3.3930007553852235
222,2,26,3.450575443507071
222,3,16,3.540425319521662
222,4,28,3.6470450532969356
222,5,1,3.688525402795152
223,1,215,3.6162441520796866
223,2,319,3.6680276017984186
223,3,43,3.674722263422531
223,4,68,4.095643961611874
223,5,33,4.321176820860649
224,1,313,1.7740678432992762
224,2,47,1.88351658847612
224,3,141,2.1555556863915535
224,4,131,2.2468715698093455
224,5,146,2.3105996306996857
225,1,55,1.2118390525295835
225,2,259,2.221137520182199
225,3,293,2.3022986965682875
225,4,283,2.405509930029542
225,5,159,2.727779346437886
226,1,232,3.008442197800539
226,2,130,3.1442963351560675
226,3,179,3.4979212651500364
226,4,19,3.527276020293408
226,5,258,3.8664878997704335
227,1,295,2.9500492856418474
227,2,238,3.0528599880400655
227,3,57,3.5996015754623465
227,4,144,3.6094756869669853
227,5,316,3.6995715538483926
228,1,27,2.7292026217859604
228,2,290,3.0303369145729437
228,3,15,3.6504272246737997
228,4,60,3.702071294663059
228,5,13,3.7635298312147434
229,1,61,2.5990723358554155
229,2,181,3.0723418134627227
229,3,320,3.13096501391955
229,4,278,3.30537299787564
229,5,210,3.3207032251686748
230,1,276,4.663151338976222
230,2,250,4.798845400046868
230,3,89,5.033842842512686
230,4,104,5.309803743386337
230,5,311,5.330126914350009
231,1,48,7.621812920749466
231,2,266,8.209352401367592
231,3,175,8.480087098207322
231,4,178,8.500900030714124
231,5,280,8.506377771245763
232,1,130,2.6260506711311025
232,2,226,3.008442197800539
232,3,179,3.3213660929056803
232,4,194,3.341852341213477
232,5,213,3.4514279925480387
233,1,158,1.2345222986336082
233,2,315,1.3641559838859605
233,3,285,1.3878109838763752
233,4,260,1.488888504131045
233,5,306,1.5170483636770464
234,1,58,1.8407412104488985
234,2,51,1.859918143201371
234,3,76,2.091789813693942
234,4,74,2.408074255055789
234,5,52,2.457605375072634
235,1,165,4.326304925036341
235,2,206,4.5149471406328265
235,3,244,4.994120509194656
235,4,308,5.011270133517809
235,5,201,5.061175798256807
236,1,57,4.011911483171509
236,2,316,4.293034279778213
236,3,208,4.363892213020772
236,4,295,4.451622723934215
236,5,265,4.668497341000026
237,1,210,3.6416743493293007
237,2,181,4.064835431709845
237,3,61,4.126888114002788
237,4,114,4.149613456964374
237,5,263,4.171277026432075
238,1,144,2.7579345391441437
238,2,227,3.0528599880400655
238,3,316,3.063857448547638
238,4,208,3.2773121155016813
238,5,295,3.3307718111497997
239,1,128,4.078234346477292
239,2,141,4.208303394267422
239,3,54,4.239371629802915
239,4,52,4.248128060726137
239,5,192,4.304609070351259
240,1,102,7.587059008588167
240,2,186,7.614404596517252
240,3,65,8.008720497670613
240,4,100,8.256025292563313
240,5,235,8.348068811320811
241,1,94,7.735402159141226
241,2,308,8.05537552725853
241,3,205,8.255193504652393
241,4,196,8.332502082419223
241,5,199,8.494633782353857
242,1,160,3.1469332492069713
242,2,158,3.273416070815644
242,3,260,3.3139650648947354
242,4,113,3.433847216895479
242,5,306,3.442569946804105
243,1,30,13.233957865729053
243,2,50,14.10588166409312
243,3,32,14.173710466092333
243,4,221,14.203358878081842
243,5,191,14.262674947489778
244,1,308,2.0834653705328265
244,2,201,3.0228339775016377
244,3,184,3.4517607354828894
244,4,165,3.7230442595036486
244,5,203,3.8189827477660265
245,1,3,2.889157120200314
245,2,40,4.095165510759427
245,3,198,4.124023452862063
245,4,314,4.188072680308885
245,5,44,4.425370465298485
246,1,318,5.1290558875944745
246,2,1,5.223437080983353
246,3,97,5.40165931531656
246,4,226,5.4702858383592
246,5,60,5.6065070170878135
247,1,164,11.161493993914215
247,2,104,11.16968324277343
247,3,218,11.345474771339468
247,4,65,11.377429355520672
247,5,90,11.423177554840336
248,1,182,3.179603620687323
248,2,269,3.218552856850875
248,3,6,3.455715882246339
248,4,56,3.4634589752428164
248,5,59,3.6264539221900915
249,1,317,2.312421080591447
249,2,29,3.0051898346503947
249,3,157,3.044999457160214
249,4,23,3.1783677211014285
249,5,281,3.3178596420987034
250,1,67,2.9485690871472094
250,2,281,3.2758913344403453
250,3,189,3.307336909101316
250,4,122,3.362999570690617
250,5,127,3.3665125426047364
251,1,95,2.338570512504554
251,2,270,2.351287261965737
251,3,258,2.6582511810710514
251,4,106,2.694560878411984
251,5,84,2.719138239027151
252,1,70,2.243790349662637
252,2,29,2.8428101632494815
252,3,157,3.0066039763606676
252,4,23,3.3640932957360485
252,5,167,3.4659556950189763
253,1,20,1.630597007259641
253,2,180,1.695660004791983
253,3,84,1.7442511326218157
253,4,197,2.0473460657455176
253,5,200,2.1425166677198217
254,1,137,2.2831015408730226
254,2,172,2.397150258035887
254,3,17,2.4648925844802236
254,4,111,2.6582340846829795
254,5,190,2.670993998848734
255,1,284,0.7996395363908331
255,2,303,1.2746971564953473
255,3,0,1.431254103954437
255,4,126,1.448972255265357
255,5,171,1.4984058699479217
256,1,28,3.4438997564701976
256,2,283,3.9314466710322917
256,3,16,3.9727371604992037
256,4,130,4.0209974356831815
256,5,79,4.066917330735986
257,1,161,2.3030450636083764
257,2,63,3.0137618161108324
257,3,157,3.054906246790698
257,4,167,3.212935196872401
257,5,252,3.820709516238686
258,1,95,2.080198811633578
258,2,270,2.09153620032574
258,3,179,2.1236102120404325
258,4,251,2.6582511810710514
258,5,261,2.94133706195962
259,1,225,2.221137520182199
259,2,55,2.648342578101228
259,3,283,3.024216947030309
259,4,58,3.0903955105329977
259,5,213,3.1068069347370466
260,1,158,1.2354651311273566
260,2,33,1.3867163801138334
260,3,160,1.4307229428132402
260,4,233,1.488888504131045
260,5,211,1.548322930489704
261,1,84,2.0018343709443833
261,2,200,2.0372946354080566
261,3,197,2.3780069495863323
261,4,307,2.537771834493802
261,5,315,2.746240682197779
262,1,178,4.294212379330788
262,2,119,4.49099563627719
262,3,312,4.497362575287145
262,4,7,4.681155992024219
262,5,218,4.772158897530922
263,1,210,2.1100774744008364
263,2,181,3.0118838711261744
263,3,109,3.0953988970499133
263,4,45,3.153705596787551
263,5,61,3.1573469662985496
264,1,149,3.934669872703894
264,2,169,3.9688861491775613
264,3,101,4.0892052401728
264,4,114,4.147875398100769
264,5,73,4.282548411086795
265,1,316,2.6475907236663545
265,2,238,3.7878846343856325
265,3,172,3.9984146621999694
265,4,107,4.020835598022804
265,5,17,4.206114342546372
266,1,175,5.053786984043711
266,2,217,7.513742517087948
266,3,48,7.669021611427466
266,4,280,7.727487128317337
266,5,268,7.788234500529082
267,1,182,1.21812757728394
267,2,321,1.9314406642262694
267,3,180,2.1744096392789154
267,4,113,2.491593071815765
267,5,106,2.7071448199401718
268,1,280,5.038859604306345
268,2,155,5.330160723565187
268,3,217,5.754090407341901
268,4,219,5.909531630157904
268,5,22,6.067067626755131
269,1,56,1.3850138904798486
269,2,6,2.1716630881873433
269,3,113,2.403642337254306
269,4,195,2.4106844713458413
269,5,306,2.4449258088484744
270,1,95,0.18067345917083039
270,2,258,2.09153620032574
270,3,179,2.26312975423572
270,4,251,2.351287261965737
270,5,53,2.641884395085739
271,1,161,3.974284413803193
271,2,257,3.9760571714745305
271,3,311,4.262809931228654
271,4,167,4.274766629299729
271,5,157,4.597501857213709
272,1,68,2.876903043117948
272,2,20,3.2879829638788207
272,3,260,3.3044891803680003
272,4,180,3.3597585520991866
272,5,182,3.4062397623652707
273,1,204,3.9352030121709403
273,2,191,4.700600674681101
273,3,14,4.835096902017382
273,4,159,4.847619902367301
273,5,140,4.857439307205773
274,1,282,2.229781283789614
274,2,88,2.5820158356585132
274,3,26,3.2450816676145284
274,4,313,3.334555583002186
274,5,58,3.406187805901547
275,1,146,1.1861687536067689
275,2,131,1.3842149473008756
275,3,47,1.4093836587656756
275,4,62,1.5670204738623597
275,5,214,2.1189043919873676
276,1,230,4.663151338976222
276,2,191,6.990959690330532
276,3,188,7.120600748631205
276,4,65,7.22550345112073
276,5,104,7.337681910480707
277,1,201,3.360887813351365
277,2,206,4.20353722661861
277,3,244,4.319522831776624
277,4,165,4.3345972091731
277,5,308,4.714715276807774
278,1,45,2.763106660962018
278,2,109,2.8666992138382916
278,3,305,2.916011516008697
278,4,212,3.005337167795048
278,5,181,3.08081694469797
279,1,52,2.582781947900759
279,2,1,3.239456811525948
279,3,213,3.3145895680200868
279,4,300,3.383578330313354
279,5,16,3.495503374780292
280,1,268,5.038859604306345
280,2,75,5.177917277880646
280,3,48,5.319496106994932
280,4,89,5.8276843700773275
280,5,219,5.9621137507328195
281,1,127,1.1120050098793979
281,2,124,1.8072224993004418
281,3,70,1.8217077190241977
281,4,136,1.9894472987505545
281,5,29,2.0103709778628724
282,1,274,2.229781283789614
282,2,26,2.2726309593415617
282,3,88,2.758922993388754
282,4,28,3.2786657458714887
282,5,58,3.420447411499401
283,1,55,2.2651819350272318
283,2,225,2.405509930029542
283,3,293,2.7480791269620775
283,4,53,3.0104849728928413
283,5,259,3.024216947030309
284,1,255,0.7996395363908331
284,2,126,0.9510107234074531
284,3,171,1.06313475557807
284,4,0,1.2646532032725526
284,5,303,1.3499171091718285
285,1,233,1.3878109838763752
285,2,158,1.4844708997918943
285,3,289,1.5744900120095056
285,4,151,1.6073401809812706
285,5,211,1.6853653390220096
286,1,229,4.33622906543532
286,2,85,4.70076202764099
286,3,80,4.763522258335591
286,4,115,4.993002482432714
286,5,296,5.076523604937567
287,1,68,2.432362215473386
287,2,251,3.142050760348
287,3,35,3.6043605647877253
287,4,120,3.7471056857771803
287,5,135,3.9766295711724093
288,1,127,1.4840669181087531
288,2,136,1.608791613499216
288,3,281,2.1649576180207326
288,4,202,2.2995846275371266
288,5,122,2.3215632871998455
289,1,285,1.5744900120095056
289,2,158,1.8083782022045656
289,3,156,1.8446309469823507
289,4,233,2.0117426410699975
289,5,211,2.0329601220638156
290,1,228,3.0303369145729437
290,2,13,3.3525404169897177
290,3,15,4.01365713099981
290,4,303,4.1765585790725
290,5,60,4.212762338719586
291,1,156,1.4392118230255577
291,2,300,1.6654502198069194
291,3,185,2.064522502678908
291,4,194,2.1795773764878925
291,5,289,2.3858778686624738
292,1,32,8.181487627788032
292,2,87,9.161590505364414
292,3,50,10.20383157920383
292,4,186,10.77231816917605
292,5,30,11.033183051220409
293,1,55,1.80611222637011
293,2,225,2.3022986965682875
293,3,310,2.492704411236074
293,4,53,2.6746092042137617
293,5,283,2.7480791269620775
294,1,92,6.291857728679498
294,2,119,6.347872604900946
294,3,250,6.4952121816946375
294,4,248,6.522899819887515
294,5,230,6.590879856390569
295,1,227,2.9500492856418474
295,2,238,3.3307718111497997
295,3,208,3.539188711443804
295,4,316,3.701055964367163
295,5,144,3.908523513042009
296,1,59,1.2542851351087003
296,2,267,3.5617708374572734
296,3,182,3.828860039297154
296,4,6,3.992140078586508
296,5,170,4.1718582727190325
297,1,304,1.6243303926347856
297,2,126,2.0379253522423393
297,3,166,2.2507479659924217
297,4,0,2.435255149351804
297,5,171,2.4633051129630554
298,1,111,2.9209844008129386
298,2,73,3.051604977632199
298,3,141,3.080138364858174
298,4,91,3.115935656706322
298,5,176,3.2057086062878453
299,1,190,2.4264283632287564
299,2,173,2.5471770788361114
299,3,301,3.2113373783713888
299,4,29,3.386317962535009
299,5,157,3.438023412353591
300,1,21,1.5961640397887658
300,2,1,1.6022391609550035
300,3,156,1.6023724867446651
300,4,291,1.6654502198069194
300,5,194,1.931998753411998
301,1,299,3.2113373783713888
301,2,257,3.8397882312303455
301,3,252,4.44277828640463
301,4,157,4.526212424486904
301,5,161,4.5732666185368185
302,1,9,5.760548218260502
302,2,201,5.91402543274801
302,3,206,6.433917395349246
302,4,40,6.573797786649859
302,5,308,6.664755937693929
303,1,0,1.1478449088197629
303,2,171,1.2580306769237946
303,3,255,1.2746971564953473
303,4,284,1.3499171091718285
303,5,126,1.4417504477328618
304,1,166,1.4507195047858574
304,2,297,1.6243303926347856
304,3,11,1.782082922067008
304,4,0,1.8286614252214586
304,5,126,1.9565455445345874
305,1,45,1.5485716071191455
305,2,109,1.9106141223884434
305,3,96,2.017860907563925
305,4,93,2.0458705286089307
305,5,162,2.218259881929905
306,1,160,1.182332542685539
306,2,158,1.2465224909666983
306,3,233,1.5170483636770464
306,4,260,1.5846284765925391
306,5,315,1.5948764301354426
307,1,31,1.8008448747594281
307,2,209,2.067243628910277
307,3,195,2.069576379640655
307,4,21,2.26099960760067
307,5,261,2.537771834493802
308,1,244,2.0834653705328265
308,2,201,3.48773145362236
308,3,184,4.009972382001977
308,4,206,4.1920316189751095
308,5,165,4.381664226447481
309,1,164,2.2112388585780285
309,2,216,3.7914124330562133
309,3,140,4.326433970116642
309,4,218,4.582551107294562
309,5,89,4.927735173155309
310,1,55,2.4473730151966113
310,2,293,2.492704411236074
310,3,76,2.602109361186344
310,4,319,2.888279441289488
310,5,225,2.91777025353772
311,1,90,3.6461967156560484
311,2,173,3.720633334641908
311,3,17,3.905363009010463
311,4,190,3.922935360087406
311,5,254,4.215804514334083
312,1,251,3.728997656880569
312,2,106,3.935530913084468
312,3,159,3.9357070565627947
312,4,130,4.023876986507941
312,5,138,4.195533119060903
313,1,224,1.7740678432992762
313,2,47,2.1725848749660854
313,3,141,2.1737791117386402
313,4,115,2.4849249592866323
313,5,146,2.5311204240816045
314,1,107,2.631639421147758
314,2,139,2.8541384584157177
314,3,42,2.893865721979305
314,4,315,3.0064073512928733
314,5,307,3.0131947688663594
315,1,233,1.3641559838859605
315,2,306,1.5948764301354426
315,3,158,1.6139909711731888
315,4,260,1.685337863282743
315,5,31,1.79070529115666
316,1,265,2.6475907236663545
316,2,238,3.063857448547638
316,3,144,3.5462791053440603
316,4,227,3.6995715538483926
316,5,295,3.701055964367163
317,1,249,2.312421080591447
317,2,29,2.350558421259771
317,3,23,2.3974419993605456
317,4,281,2.4384286737485326
317,5,167,2.4442873526794826
318,1,97,2.5253667412475664
318,2,147,2.664198445178115
318,3,1,2.787961773403607
318,4,300,2.962306751731952
318,5,180,3.206738269847201
319,1,310,2.888279441289488
319,2,315,2.924137762503616
319,3,159,3.005898221411081
319,4,209,3.110662515520966
319,5,260,3.1434196078236156
320,1,61,2.67809555371704
320,2,210,2.984202833640272
320,3,54,2.986982348763336
320,4,181,3.0378221129700167
320,5,229,3.13096501391955
321,1,267,1.9314406642262694
321,2,106,2.0134215163676488
321,3,182,2.0828901677888108
321,4,35,2.341026593550349
321,5,135,2.6059690180282766
