Patient_Index,Neighbor_Rank,Neighbor_Index,Distance_Similarity
47,2,146,0.055233538150787354
47,3,275,0.09157413244247437
47,4,141,0.09387725591659546
47,5,62,0.09939014911651611
48,1,280,0.2220284342765808
48,2,231,0.2739161252975464
48,3,75,0.2748337984085083
48,4,105,0.27835357189178467
48,5,143,0.3045083284378052
49,1,80,0.28376972675323486
49,2,152,0.2894665598869324
49,3,71,0.2976177930831909
49,4,59,0.36027073860168457
49,5,296,0.3658819794654846
50,1,292,0.24253451824188232
50,2,87,0.250488817691803
50,3,32,0.262775182723999
50,4,186,0.34488922357559204
50,5,221,0.35523563623428345
51,1,79,0.09870535135269165
51,2,234,0.1342129111289978
51,3,74,0.14166975021362305
51,4,58,0.19516617059707642
51,5,16,0.20593422651290894
52,1,16,0.17995023727416992
52,2,279,0.20795059204101562
52,3,51,0.2124660611152649
52,4,83,0.2211928367614746
52,5,234,0.23675990104675293
53,1,293,0.23326408863067627
53,2,270,0.24379241466522217
53,3,95,0.2451474666595459
53,4,55,0.28027212619781494
53,5,307,0.29588228464126587
54,1,124,0.28881120681762695
54,2,127,0.29794615507125854
54,3,281,0.3007303476333618
54,4,320,0.3080574870109558
54,5,288,0.3533378839492798
55,1,225,0.055150747299194336
55,2,293,0.1090928316116333
55,3,283,0.18468493223190308
55,4,310,0.19280803203582764
55,5,213,0.22370749711990356
56,1,269,0.09530460834503174
56,2,6,0.15894681215286255
56,3,195,0.20278042554855347
56,4,8,0.21731221675872803
56,5,113,0.25381970405578613
57,1,2,0.1586519479751587
57,2,199,0.25143861770629883
57,3,227,0.3034951090812683
57,4,236,0.3186529874801636
57,5,238,0.3370453715324402
58,1,234,0.13150453567504883
58,2,88,0.16268515586853027
58,3,51,0.19516617059707642
58,4,74,0.26068437099456787
58,5,52,0.27540600299835205
59,1,296,0.024660587310791016
59,2,182,0.18897908926010132
59,3,267,0.19432610273361206
59,4,6,0.23092079162597656
59,5,248,0.262809693813324
60,1,13,0.11236673593521118
60,2,228,0.31907224655151367
60,3,142,0.33491820096969604
60,4,290,0.37126046419143677
60,5,145,0.40984052419662476
61,1,181,0.11957061290740967
61,2,210,0.12461411952972412
61,3,229,0.18272513151168823
61,4,320,0.24806779623031616
61,5,4,0.3276345729827881
62,1,146,0.03713023662567139
62,2,131,0.04277646541595459
62,3,214,0.09094345569610596
62,4,47,0.09939014911651611
62,5,275,0.10155373811721802
63,1,257,0.1543387770652771
63,2,161,0.24857735633850098
63,3,210,0.2502458691596985
63,4,157,0.34166353940963745
63,5,271,0.35376107692718506
64,1,139,0.3346295952796936
64,2,83,0.37354838848114014
64,3,156,0.3820638656616211
64,4,198,0.38370734453201294
64,5,314,0.39274656772613525
65,1,37,0.42238694429397583
65,2,189,0.46738898754119873
65,3,19,0.4856916666030884
65,4,154,0.48776692152023315
65,5,100,0.500758171081543
66,1,221,0.29121237993240356
66,2,122,0.31243056058883667
66,3,23,0.32677221298217773
66,4,32,0.34574729204177856
66,5,189,0.34945446252822876
67,1,250,0.22209131717681885
67,2,189,0.22413325309753418
67,3,249,0.31203341484069824
67,4,50,0.4227830171585083
67,5,92,0.5066852569580078
68,1,287,0.16631710529327393
68,2,251,0.2909650206565857
68,3,272,0.2917318344116211
68,4,223,0.33662688732147217
68,5,35,0.40516942739486694
69,1,133,0.22009128332138062
69,2,123,0.22312772274017334
69,3,207,0.23243188858032227
69,4,1,0.2594067454338074
69,5,226,0.3062410354614258
70,1,29,0.15255135297775269
70,2,281,0.18441730737686157
70,3,252,0.19156700372695923
70,4,124,0.3012324571609497
70,5,127,0.31291264295578003
71,1,49,0.2976177930831909
71,2,78,0.36805397272109985
71,3,50,0.4161195158958435
71,4,60,0.47083115577697754
71,5,153,0.5156870484352112
72,1,174,0.41857707500457764
72,2,102,0.5006735324859619
72,3,100,0.5461956858634949
72,4,201,0.5546426177024841
72,5,241,0.5773172974586487
73,1,214,0.09312212467193604
73,2,131,0.1485345959663391
73,3,62,0.16272813081741333
73,4,47,0.19097942113876343
73,5,141,0.20526456832885742
74,1,51,0.14166975021362305
74,2,79,0.21139460802078247
74,3,16,0.21590948104858398
74,4,234,0.2296479344367981
74,5,58,0.26068437099456787
75,1,280,0.26194512844085693
75,2,48,0.2748337984085083
75,3,143,0.30112236738204956
75,4,217,0.3947252035140991
75,5,219,0.40503430366516113
76,1,234,0.16856569051742554
76,2,88,0.17577356100082397
76,3,310,0.22359931468963623
76,4,51,0.25838619470596313
76,5,198,0.26584577560424805
77,1,170,0.26002180576324463
77,2,46,0.3248322606086731
77,3,138,0.3655455708503723
77,4,159,0.40558671951293945
77,5,64,0.47164392471313477
78,1,172,0.3588685989379883
78,2,71,0.36805397272109985
78,3,254,0.37726789712905884
78,4,137,0.37851864099502563
78,5,17,0.3785194754600525
79,1,51,0.09870535135269165
79,2,74,0.21139460802078247
79,3,16,0.2668176293373108
79,4,58,0.27803194522857666
79,5,52,0.29871875047683716
80,1,192,0.06457173824310303
80,2,85,0.07982367277145386
80,3,202,0.20676040649414062
80,4,152,0.2594914436340332
80,5,49,0.28376972675323486
81,1,99,0.8527936339378357
81,2,163,0.9087064862251282
81,3,128,0.9116861820220947
81,4,239,0.9154077172279358
81,5,250,0.915765643119812
82,1,103,0.28655582666397095
82,2,37,0.35182005167007446
82,3,194,0.35494494438171387
82,4,222,0.4668371081352234
82,5,156,0.4731530547142029
83,1,52,0.2211928367614746
83,2,16,0.33497029542922974
83,3,44,0.33814573287963867
83,4,198,0.3634527921676636
83,5,64,0.37354838848114014
84,1,200,0.11969780921936035
84,2,261,0.16111189126968384
84,3,106,0.16452163457870483
84,4,253,0.19791948795318604
84,5,180,0.24048584699630737
85,1,80,0.07982367277145386
85,2,192,0.1600145697593689
85,3,202,0.25249338150024414
85,4,115,0.27772730588912964
85,5,152,0.29607725143432617
86,1,15,0.05060720443725586
86,2,140,0.35196542739868164
86,3,149,0.41932737827301025
86,4,228,0.42097246646881104
86,5,290,0.43583357334136963
87,1,292,0.21181166172027588
87,2,32,0.24172759056091309
87,3,50,0.250488817691803
87,4,30,0.26941078901290894
87,5,186,0.3391459584236145
88,1,58,0.16268515586853027
88,2,76,0.17577356100082397
88,3,274,0.21973812580108643
88,4,282,0.29742157459259033
88,5,234,0.32657915353775024
89,1,92,0.25557273626327515
89,2,119,0.35334157943725586
89,3,250,0.38690924644470215
89,4,90,0.4225391745567322
89,5,230,0.45972752571105957
90,1,119,0.3447381258010864
90,2,311,0.34717756509780884
90,3,89,0.4225391745567322
90,4,218,0.4401509761810303
90,5,157,0.4623233675956726
91,1,298,0.23727786540985107
91,2,212,0.33473873138427734
91,3,4,0.42347317934036255
91,4,101,0.42792201042175293
91,5,286,0.43479377031326294
92,1,89,0.25557273626327515
92,2,189,0.4055227041244507
92,3,311,0.462352991104126
92,4,90,0.49392032623291016
92,5,67,0.5066852569580078
93,1,45,0.05932706594467163
93,2,109,0.06092315912246704
93,3,114,0.09354442358016968
93,4,305,0.14353299140930176
93,5,96,0.19829148054122925
94,1,196,0.2530255913734436
94,2,163,0.4242897629737854
94,3,241,0.4550752639770508
94,4,57,0.4567831754684448
94,5,207,0.46390438079833984
95,1,270,0.0011786222457885742
95,2,258,0.15311294794082642
95,3,179,0.16242635250091553
95,4,251,0.22138524055480957
95,5,53,0.2451474666595459
96,1,162,0.16199493408203125
96,2,114,0.17228913307189941
96,3,305,0.18083715438842773
96,4,93,0.19829148054122925
96,5,45,0.22684228420257568
97,1,147,0.20418167114257812
97,2,318,0.2235633134841919
97,3,197,0.2634205222129822
97,4,180,0.31432002782821655
97,5,194,0.35170501470565796
98,1,22,0.32245302200317383
98,2,48,0.36815834045410156
98,3,143,0.390525221824646
98,4,75,0.41768598556518555
98,5,280,0.4285314083099365
99,1,284,0.3738608956336975
99,2,255,0.3789135813713074
99,3,202,0.38647741079330444
99,4,128,0.4046916365623474
99,5,126,0.40575361251831055
100,1,19,0.21368837356567383
100,2,204,0.3756366968154907
100,3,168,0.408963143825531
100,4,226,0.4616960287094116
100,5,312,0.465234637260437
101,1,212,0.1335180401802063
101,2,169,0.14630931615829468
101,3,129,0.20822548866271973
101,4,45,0.33157920837402344
101,5,214,0.3345615267753601
102,1,201,0.28243201971054077
102,2,203,0.3121876120567322
102,3,244,0.31548506021499634
102,4,308,0.346996545791626
102,5,206,0.3659214973449707
103,1,82,0.28655582666397095
103,2,293,0.3929579257965088
103,3,232,0.42324525117874146
103,4,37,0.4289208650588989
103,5,194,0.4483013153076172
104,1,178,0.3380895256996155
104,2,230,0.42046117782592773
104,3,123,0.48483914136886597
104,4,309,0.48516255617141724
104,5,143,0.4937867522239685
105,1,123,0.2371191382408142
105,2,48,0.27835357189178467
105,3,266,0.3187485933303833
105,4,163,0.3249099850654602
105,5,231,0.35650432109832764
106,1,84,0.16452163457870483
106,2,321,0.21452391147613525
106,3,200,0.25010406970977783
106,4,182,0.33263641595840454
106,5,8,0.3349865674972534
107,1,42,0.060763776302337646
107,2,188,0.146961510181427
107,3,132,0.21664947271347046
107,4,314,0.225041925907135
107,5,261,0.254213809967041
108,1,265,0.4769817590713501
108,2,94,0.5162344574928284
108,3,25,0.5376931428909302
108,4,163,0.5553303956985474
108,5,196,0.5623435974121094
109,1,45,0.04390895366668701
109,2,93,0.06092315912246704
109,3,305,0.14897483587265015
109,4,114,0.14987611770629883
109,5,162,0.2322613000869751
110,1,123,0.5205507278442383
110,2,105,0.5309038162231445
110,3,133,0.5635674595832825
110,4,69,0.5705533027648926
110,5,163,0.5997426509857178
111,1,254,0.22399652004241943
111,2,298,0.2740352153778076
111,3,172,0.2954752445220947
111,4,17,0.3511187434196472
111,5,166,0.3574884533882141
112,1,264,0.4024290442466736
112,2,134,0.43198543787002563
112,3,142,0.4730469584465027
112,4,78,0.4769291877746582
112,5,187,0.48761802911758423
113,1,211,0.10931986570358276
113,2,160,0.13404273986816406
113,3,306,0.1775045394897461
113,4,6,0.19628524780273438
113,5,260,0.20586907863616943
114,1,93,0.09354442358016968
114,2,109,0.14987611770629883
114,3,162,0.15864139795303345
114,4,96,0.17228913307189941
114,5,45,0.18346619606018066
115,1,141,0.16011857986450195
115,2,313,0.23005342483520508
115,3,47,0.23445510864257812
115,4,146,0.23570215702056885
115,5,62,0.25324374437332153
116,1,30,0.3309733271598816
116,2,8,0.3412330150604248
116,3,292,0.35995370149612427
116,4,106,0.3721954822540283
116,5,32,0.393940806388855
117,1,133,0.29764610528945923
117,2,36,0.33874964714050293
117,3,41,0.40730106830596924
117,4,1,0.420543372631073
117,5,16,0.4793453812599182
118,1,144,0.2895219922065735
118,2,18,0.2986581325531006
118,3,25,0.331645667552948
118,4,238,0.34635019302368164
118,5,2,0.4439099431037903
119,1,90,0.3447381258010864
119,2,89,0.35334157943725586
119,3,262,0.37105756998062134
119,4,288,0.386981725692749
119,5,122,0.4143916368484497
120,1,35,0.16576659679412842
120,2,215,0.28973984718322754
120,3,200,0.3117181062698364
120,4,197,0.35455888509750366
120,5,63,0.3769416809082031
121,1,47,0.35795217752456665
121,2,146,0.36134761571884155
121,3,131,0.36829882860183716
121,4,62,0.36988818645477295
121,5,2,0.3725218176841736
122,1,127,0.2020527720451355
122,2,281,0.21553301811218262
122,3,136,0.22550761699676514
122,4,288,0.23486995697021484
122,5,297,0.283044695854187
123,1,69,0.22312772274017334
123,2,105,0.2371191382408142
123,3,48,0.3345814347267151
123,4,163,0.34120500087738037
123,5,133,0.34369009733200073
124,1,127,0.12288397550582886
124,2,29,0.1791970133781433
124,3,281,0.19325023889541626
124,4,136,0.2630354166030884
124,5,288,0.28387683629989624
125,1,132,0.19377589225769043
125,2,251,0.3245670795440674
125,3,42,0.3731822967529297
125,4,95,0.41844677925109863
125,5,270,0.4202636480331421
126,1,284,0.04377460479736328
126,2,171,0.05042827129364014
126,3,0,0.061055898666381836
126,4,255,0.09633183479309082
126,5,303,0.09672784805297852
127,1,281,0.0733521580696106
127,2,136,0.09157705307006836
127,3,288,0.10427254438400269
127,4,124,0.12288397550582886
127,5,122,0.2020527720451355
128,1,202,0.11670452356338501
128,2,284,0.1291825771331787
128,3,0,0.1542767882347107
128,4,126,0.15748000144958496
128,5,255,0.16216939687728882
129,1,101,0.20822548866271973
129,2,162,0.3780326247215271
129,3,169,0.37887150049209595
129,4,96,0.3908856511116028
129,5,224,0.40141284465789795
130,1,232,0.19558662176132202
130,2,159,0.22298240661621094
130,3,10,0.26191967725753784
130,4,226,0.26529765129089355
130,5,46,0.3145228624343872
131,1,146,0.02040410041809082
131,2,62,0.04277646541595459
131,3,47,0.04972130060195923
131,4,214,0.06844377517700195
131,5,275,0.08249223232269287
132,1,125,0.19377589225769043
132,2,107,0.21664947271347046
132,3,42,0.22834563255310059
132,4,95,0.25630319118499756
132,5,270,0.2565447688102722
133,1,1,0.21760952472686768
133,2,69,0.22009128332138062
133,3,279,0.27224522829055786
133,4,117,0.29764610528945923
133,5,318,0.31828129291534424
134,1,187,0.40352392196655273
134,2,142,0.4285195469856262
134,3,112,0.43198543787002563
134,4,264,0.4436476230621338
134,5,119,0.4549829363822937
135,1,321,0.2866935729980469
135,2,106,0.35047489404678345
135,3,161,0.3550413250923157
135,4,35,0.35869860649108887
135,5,257,0.38719701766967773
136,1,127,0.09157705307006836
136,2,288,0.12375247478485107
136,3,281,0.2253391146659851
136,4,122,0.22550761699676514
136,5,124,0.2630354166030884
137,1,254,0.14966237545013428
137,2,190,0.21572142839431763
137,3,17,0.2318548560142517
137,4,172,0.25468432903289795
137,5,107,0.31699323654174805
138,1,170,0.1671769618988037
138,2,159,0.21029675006866455
138,3,46,0.27550822496414185
138,4,269,0.2954634428024292
138,5,56,0.3211572766304016
139,1,198,0.24746328592300415
139,2,314,0.2924875020980835
139,3,64,0.3346295952796936
139,4,43,0.34733664989471436
139,5,260,0.3581655025482178
140,1,164,0.21884983777999878
140,2,309,0.2861461043357849
140,3,86,0.35196542739868164
140,4,273,0.37030547857284546
140,5,15,0.415338933467865
141,1,47,0.09387725591659546
141,2,214,0.10800617933273315
141,3,131,0.11289268732070923
141,4,146,0.11857527494430542
141,5,115,0.16011857986450195
142,1,60,0.33491820096969604
142,2,13,0.36707955598831177
142,3,78,0.38081789016723633
142,4,229,0.3821694254875183
142,5,264,0.39206814765930176
143,1,75,0.30112236738204956
143,2,48,0.3045083284378052
143,3,219,0.3101268410682678
143,4,268,0.3774913549423218
143,5,280,0.37830686569213867
144,1,238,0.2001098394393921
144,2,2,0.23870521783828735
144,3,118,0.2895219922065735
144,4,316,0.30488234758377075
144,5,227,0.3264169692993164
145,1,115,0.3576151132583618
145,2,228,0.36910659074783325
145,3,13,0.3887925148010254
145,4,60,0.40984052419662476
145,5,12,0.415752112865448
146,1,131,0.02040410041809082
146,2,62,0.03713023662567139
146,3,47,0.055233538150787354
146,4,275,0.06121724843978882
146,5,214,0.10734236240386963
147,1,97,0.20418167114257812
147,2,318,0.2387639284133911
147,3,261,0.2806125283241272
147,4,179,0.3019418716430664
147,5,21,0.3035314083099365
148,1,33,0.10811078548431396
148,2,306,0.16035407781600952
148,3,315,0.16843026876449585
148,4,233,0.1798507571220398
148,5,260,0.1923666000366211
149,1,15,0.30287832021713257
149,2,264,0.35838282108306885
149,3,86,0.41932737827301025
149,4,76,0.485967218875885
149,5,234,0.5028449296951294
150,1,126,0.16047745943069458
150,2,284,0.18473267555236816
150,3,255,0.20018112659454346
150,4,171,0.20255935192108154
150,5,303,0.20682871341705322
151,1,285,0.13277721405029297
151,2,158,0.16007065773010254
151,3,260,0.18059927225112915
151,4,33,0.18838834762573242
151,5,315,0.19386619329452515
152,1,192,0.23353052139282227
152,2,80,0.2594914436340332
152,3,49,0.2894665598869324
152,4,85,0.29607725143432617
152,5,202,0.3365876078605652
153,1,172,0.09479045867919922
153,2,173,0.21216446161270142
153,3,17,0.25674355030059814
153,4,4,0.27893465757369995
153,5,190,0.3049026131629944
154,1,247,0.35857337713241577
154,2,37,0.4549251198768616
154,3,82,0.48370784521102905
154,4,65,0.48776692152023315
154,5,123,0.5891516804695129
155,1,268,0.2838948965072632
155,2,219,0.3617878556251526
155,3,217,0.3980051875114441
155,4,22,0.4273914694786072
155,5,143,0.44127780199050903
156,1,291,0.1327924132347107
156,2,300,0.17230498790740967
156,3,289,0.1868342161178589
156,4,21,0.24752318859100342
156,5,194,0.27073657512664795
157,1,257,0.17831140756607056
157,2,29,0.2444392442703247
157,3,167,0.27102798223495483
157,4,317,0.306659996509552
157,5,136,0.3205307722091675
158,1,260,0.09145092964172363
158,2,233,0.1051974892616272
158,3,306,0.11113107204437256
158,4,285,0.1156008243560791
158,5,33,0.11671286821365356
159,1,138,0.21029675006866455
159,2,130,0.22298240661621094
159,3,46,0.2322019338607788
159,4,170,0.27723807096481323
159,5,53,0.3041442632675171
160,1,306,0.09043139219284058
160,2,33,0.10845816135406494
160,3,260,0.12267500162124634
160,4,158,0.12938904762268066
160,5,43,0.13169407844543457
161,1,257,0.09627407789230347
161,2,167,0.1781783103942871
161,3,63,0.24857735633850098
161,4,271,0.26226097345352173
161,5,317,0.31513482332229614
162,1,114,0.15864139795303345
162,2,96,0.16199493408203125
162,3,305,0.21174025535583496
162,4,93,0.21286720037460327
162,5,109,0.2322613000869751
163,1,105,0.3249099850654602
163,2,123,0.34120500087738037
163,3,133,0.3954005241394043
163,4,196,0.4206830859184265
163,5,94,0.4242897629737854
164,1,309,0.08446425199508667
164,2,140,0.21884983777999878
164,3,216,0.28905606269836426
164,4,219,0.3242562413215637
164,5,178,0.46042561531066895
165,1,206,0.05633723735809326
165,2,201,0.14076650142669678
165,3,9,0.1515747308731079
165,4,244,0.2416788935661316
165,5,235,0.2854936718940735
166,1,304,0.12758547067642212
166,2,303,0.19588202238082886
166,3,11,0.20877832174301147
166,4,0,0.22529387474060059
166,5,297,0.247918963432312
167,1,161,0.1781783103942871
167,2,257,0.21499526500701904
167,3,317,0.25137072801589966
167,4,157,0.27102798223495483
167,5,29,0.2733801007270813
168,1,204,0.29186707735061646
168,2,10,0.32500261068344116
168,3,19,0.3664904236793518
168,4,232,0.3690997362136841
168,5,293,0.3950161933898926
169,1,101,0.14630931615829468
169,2,212,0.16776341199874878
169,3,45,0.23932945728302002
169,4,214,0.27162396907806396
169,5,305,0.2796716094017029
170,1,138,0.1671769618988037
170,2,77,0.26002180576324463
170,3,159,0.27723807096481323
170,4,278,0.3026008605957031
170,5,113,0.3068125247955322
171,1,284,0.04501795768737793
171,2,126,0.05042827129364014
171,3,303,0.06522738933563232
171,4,255,0.092989981174469
171,5,0,0.10408467054367065
172,1,153,0.09479045867919922
172,2,17,0.16478419303894043
172,3,254,0.17527848482131958
172,4,4,0.2385241985321045
172,5,173,0.24781471490859985
173,1,190,0.12682461738586426
173,2,17,0.15991175174713135
173,3,153,0.21216446161270142
173,4,299,0.2244141697883606
173,5,172,0.24781471490859985
174,1,72,0.41857707500457764
174,2,217,0.47710520029067993
174,3,175,0.5025041103363037
174,4,241,0.5042457580566406
174,5,22,0.5339275598526001
175,1,266,0.12752074003219604
175,2,231,0.31325554847717285
175,3,105,0.39456337690353394
175,4,48,0.4709853529930115
175,5,100,0.4812691807746887
176,1,275,0.29322701692581177
176,2,47,0.3010541796684265
176,3,298,0.30507272481918335
176,4,131,0.305147647857666
176,5,146,0.3121829032897949
177,1,208,0.21365445852279663
177,2,18,0.2575869560241699
177,3,295,0.4119955897331238
177,4,238,0.4289795756340027
177,5,236,0.4861185550689697
178,1,262,0.23145049810409546
178,2,104,0.3380895256996155
178,3,231,0.3583332896232605
178,4,273,0.3792092204093933
178,5,164,0.46042561531066895
179,1,258,0.1412566900253296
179,2,95,0.16242635250091553
179,3,270,0.1633250117301941
179,4,251,0.2596365809440613
179,5,147,0.3019418716430664
180,1,182,0.1460404396057129
180,2,253,0.20318400859832764
180,3,267,0.21850085258483887
180,4,84,0.24048584699630737
180,5,20,0.2652299404144287
181,1,61,0.11957061290740967
181,2,210,0.17765891551971436
181,3,109,0.2523353099822998
181,4,45,0.2574588656425476
181,5,4,0.2635992765426636
182,1,267,0.06033426523208618
182,2,180,0.1460404396057129
182,3,59,0.18897908926010132
182,4,321,0.22246849536895752
182,5,296,0.22737222909927368
183,1,24,0.3616880774497986
183,2,102,0.39395833015441895
183,3,237,0.48289692401885986
183,4,100,0.5003461837768555
183,5,270,0.5332057476043701
184,1,244,0.18077224493026733
184,2,203,0.1977626085281372
184,3,308,0.24164211750030518
184,4,201,0.2795836329460144
184,5,165,0.32013046741485596
185,1,291,0.23543989658355713
185,2,289,0.29672133922576904
185,3,233,0.31828218698501587
