,SEX,AGE,BMI,REA,ECMO1,ECMO2,ECMO3,ECMO4,SHOCK,PERFl,PERFr,CAD2,CAD3,CLlca,CLlcx,CLrca,CLlad,TFBAN,KM,RADT,FDP,DBT,CKadm,CKmax,CKMBa,CKMBm,TROPa,TROPm,KREAa,KREAm,BNP,LDHa,LDHm,ADP,LDL,TRIGL,HBA1C,LPa,LACa,LACm,HoINT,HTN,HLP,DM,FAMH,NIC1,NIC2,LVEF_dis
CLlad,-0.027654479606394736,-0.00955064599037709,-0.031977681846940983,0.02348329684562443,0.0393849419907887,0.029102435811574037,0.009651384620583178,-0.01775797466235991,0.04069039320306808,0.0861905333426383,-0.03996879542797847,-0.022586100218203002,-0.08459755352801536,-0.13840652389272307,-0.349763589895242,-0.7648850083713399,1.0,0.045937588781914465,0.026159934283165043,-0.05244993618707691,-0.03345921968590226,-0.05024877521570746,0.10373632033148356,0.10292759842786774,0.09311758545601902,0.1453074193937047,0.07769519063660263,0.09273522436466161,-0.03764265513075393,-0.01603308785772492,0.07137761927921032,0.09062758347682848,0.08521659685463623,-0.005416374096307556,0.004229682523807309,-0.056704922836713405,-0.045217111760721206,-0.08706845321773353,0.0191827493040041,0.019123280466781047,-0.022396867934330912,-0.021570160599202307,-0.031066429026529837,-0.03258956866213323,-0.03256142049153571,-0.02207553928441744,-0.05867458191068539,-0.2578230779958144
TFBAN,-0.04204711058892744,0.0032575591242971096,0.06950363076146708,0.17040095884408957,0.15169476444191107,0.01497418856686952,0.01542963546823469,-0.01802027405629029,0.18404586490051786,-0.04794357045070751,0.04018597325530049,0.013830039499868184,-0.012563949799062885,-0.0014497822687097697,-0.03436119390794445,-0.022713333322987188,0.045937588781914465,1.0,0.11482986865195201,0.10418986922606746,0.11012626821502793,-0.010377260900804671,0.08305677180871097,0.11248477199392602,0.06876310196271888,0.1325908928167707,0.05884795471568114,0.08097772317881723,0.01832795198786977,0.074979970884313,-0.002800881421798954,0.11091733011086122,0.08477488972416826,-0.057649590776215655,-0.06170384832397621,-0.015744371301581732,-0.027323325587229184,-0.05228428755734185,0.1223827638046334,0.13092238029071637,0.07950185187221663,0.001264905314247504,0.042262810214879154,0.015338738110443234,0.01818883231942006,-0.020342192699875486,0.039284081023977395,-0.15533089591058405
KM,-0.08987617718009779,0.007992267864418642,0.03517714104468118,0.08447967485325968,0.10878596858030198,0.04947320281339003,0.07435637706725644,0.06624014407818636,0.13459506910398444,0.011680399786703214,-0.02707519706625441,0.032682694879081306,0.11053845690174995,0.07801208149002836,-0.0001369653278714971,-0.0433568416357087,0.026159934283165043,0.11482986865195201,1.0,0.6521653176683616,0.5585917165650133,0.00606347830108651,0.06990903176760137,0.05434640766286277,0.07162527713848885,0.08008080853969045,0.07980054692144212,0.09309278477221719,0.009191366405022435,0.049576664672578596,0.08482292255324464,0.09260154988936349,0.08521522206481535,-0.09872033754933526,-0.015885599705286538,0.012445692517738586,0.03990845992064767,0.02526492902459675,0.09099894266064128,0.14962594011590713,-0.08091320658706495,0.04321825977621896,-0.006281977737289439,0.032527220215085056,-0.0156079799538884,-0.01353520684167068,-0.005168481192734108,-0.1159789492431363
RADT,-0.03746913350668695,0.08167969145662894,0.01931185014426865,0.05017040823372487,0.13423404840824787,0.05043537491287329,0.023142347594718716,0.02340676504830364,0.12617019945967106,-0.03532865199195101,0.02572839316218199,-0.014824069048850308,0.17022187967179123,0.04484097959740743,-0.01888188816611282,0.057251732304089406,-0.05244993618707691,0.10418986922606746,0.6521653176683616,1.0,0.7114347680023911,0.01840884388599837,0.02246554989573549,0.014770782244966411,0.0384825566632971,0.025458812645942675,0.05215523423539705,0.04228517129408154,0.055512459558662346,0.08093435287053619,0.1190424515333111,0.06772019918694983,0.04938480228033197,-0.07577208118536197,-0.07789823781445372,-0.02473505915101277,0.019460065979099446,0.02188136394772689,0.08034177444379892,0.1302551859463614,0.0343618513709156,0.05466440769367107,0.03834764186824825,0.042612262166091736,-0.011526019731687787,-0.08730473546195064,0.025688069652019956,-0.11454884194157978
FDP,-0.12875534061485883,0.02272838550375731,0.20585421766782505,0.10734984560546516,0.15649814616306498,0.047149517218225745,0.03783825934802504,0.054478964862618974,0.13173315351644468,-0.02034804954090535,-0.0022936729269861203,-0.0034433451926486084,0.12818942744587838,0.04931809443680949,-0.024562980747614295,0.03718306830985382,-0.03345921968590226,0.11012626821502793,0.5585917165650133,0.7114347680023911,1.0,0.025824851340128057,0.04592058164769054,0.046955217005982305,0.035760316658898124,0.06687897009468285,0.07729560881080308,0.10524985834250476,0.06622567158166119,0.0929464655064367,0.0408235256334473,0.08876301403431486,0.07897672293480938,-0.047850499867755344,-0.035743765356370846,0.020447013358086477,0.03285646347405151,0.05553368801101597,0.11434394621693818,0.16236910212225614,0.011663517906380424,0.07939914524834707,0.011320183521914816,0.04406426002516252,-0.00556912113432503,-0.07415255596533467,0.05053840321101224,-0.14970399764912581
DBT,0.05194440351978216,0.03706937138572185,0.023141517724334683,-0.019047705711849217,0.025525453036384264,-0.008313049341082122,0.009847103805288741,-0.0064636732046872095,0.012438956759544732,0.008482110756025849,-0.012700615859616913,-0.0371732546047539,0.03401527722644173,0.047688255084109045,-0.005398352343050048,0.043482467311049634,-0.05024877521570746,-0.010377260900804671,0.00606347830108651,0.01840884388599837,0.025824851340128057,1.0,-0.02780498975594835,-0.019310611835195144,-0.03466603687968365,-0.01820844628813336,-0.009984521230532027,0.01646802972945671,0.036459752781199554,0.02869860291349003,0.00017637602152663785,0.0014797906447862879,0.0004171151439617837,-0.03842468080341391,0.06438796994953552,-0.010499085626776835,-0.013070256591922725,-0.012852416970099974,-0.023563155210917758,0.01606678991429574,0.021150396002359198,0.0020080467682381926,-0.025221221838230473,0.0025893501362112665,-0.04399602298931286,-0.027967538573044872,0.01557217360329066,0.0075337982744455734
CKadm,-0.06917413191969808,-0.0758689611839174,0.046336382365880016,0.09057498928619497,0.13350158496566966,0.003567361291887124,0.19275974079791716,-0.010439459246762926,0.11918831103156156,0.032786293031161304,-0.04680834035500504,0.03311512502915626,-0.001536471867550096,-0.02824932427826269,0.011060906034189529,-0.10708487900051399,0.10373632033148356,0.08305677180871097,0.06990903176760137,0.02246554989573549,0.04592058164769054,-0.02780498975594835,1.0,0.4263836676415038,0.8138403430015807,0.4622218332144886,0.47255146566924744,0.29798662336570486,0.011440191836528257,0.04016936881390722,0.003162474060417572,0.5081166078315189,0.28115113682780285,0.0004340908978202319,-0.03618389702127039,-0.028845185244699627,-0.00547865466956894,-0.06390663925725958,0.0855028208274886,0.08994215627296957,-0.010462117922601278,-0.04961019813111777,-0.06220073982624609,0.003080964966090876,0.02840017241688022,0.08381336476718379,-0.016455403254061696,-0.1980700530918984
CKmax,-0.07196972357174507,-0.09391094470906176,0.05484425758488291,0.2536574194534262,0.322759624025694,0.03241290974230737,0.09935390941438442,0.05280649911197373,0.2965580551981415,0.0070310965162244535,-0.003757239111053137,0.03175679882912751,-0.003991396302208817,0.01747368124470941,0.05589089975723657,-0.1462187736737297,0.10292759842786774,0.11248477199392602,0.05434640766286277,0.014770782244966411,0.046955217005982305,-0.019310611835195144,0.4263836676415038,1.0,0.4315384571592984,0.6652269656857152,0.18350694442679388,0.3549191871389948,0.10464438331097597,0.1916258942675238,-0.004836026663881373,0.2309124079331301,0.4036285248196553,0.02427916584450173,-0.0704320568228112,-0.02839570301493823,-0.030831438163263537,-0.0592087617171346,0.3232713046052123,0.3541621582836983,0.0004970739414442331,0.004446395424235299,-0.018507869409663816,-0.010000484066891212,-0.0010449885474380102,0.08279422797755273,-0.029547458656268705,-0.26745077839096676
CKMBa,-0.04150602738092399,-0.042283573622858533,0.025657054808224035,0.14789487010272317,0.17658748001161564,0.019169153397033067,0.0693021426393415,0.004434106919885063,0.18429363592821893,0.030475248300927894,-0.04501935075835292,0.030863358735800428,0.008461298691027408,-0.028510634907967285,0.011941889913301296,-0.09834529561173161,0.09311758545601902,0.06876310196271888,0.07162527713848885,0.0384825566632971,0.035760316658898124,-0.03466603687968365,0.8138403430015807,0.4315384571592984,1.0,0.6334146045790582,0.4249672713274358,0.3422519035024994,0.027931374600314054,0.08536338508394753,0.05250461907874021,0.3425083274088762,0.2456600851907903,0.019957178986023668,-0.034788999374317585,-0.041255982640876536,-0.020213195333915395,-0.05666886359110236,0.19842144402221043,0.1942548541750606,-0.04536268792025738,-0.05300229298137719,-0.08793413054262401,0.00770126210704855,-0.0023324269279153534,0.08938787336741823,-0.021199619411365486,-0.23498287744231802
CKMBm,-0.03262059594016481,-0.06458645538423011,0.055812638523464686,0.20258157451419434,0.23975342499739466,0.054153917159739405,0.04896982467257292,0.01077705677371039,0.27712094387836295,0.037615097768542875,-0.03973270523454101,0.02135911477160116,-7.287257405551356e-05,0.029926015487882172,0.04329044200420697,-0.18537377818373113,0.1453074193937047,0.1325908928167707,0.08008080853969045,0.025458812645942675,0.06687897009468285,-0.01820844628813336,0.4622218332144886,0.6652269656857152,0.6334146045790582,1.0,0.2239420322946755,0.43007406890435645,0.07728585134753584,0.1638296791196109,0.0826600450505024,0.17330813807844725,0.3619688760048741,0.03370856151388119,-0.03262995370026866,-0.023600667900947087,-0.03300580048617993,-0.04941409857694583,0.29025723329384034,0.32009462131239447,-0.03376662706171455,-0.020289410085134404,-0.05420474947311268,0.006341640265968052,0.003381085388484162,0.10476836334303254,-0.04843335776620559,-0.3100094244126483
TROPa,-0.012056709041490777,0.01463450042989434,0.00037366181132114087,0.028434678859483715,0.09258663642242831,0.05643173003168572,0.16726168624356152,-0.007058573723346611,0.07977484049238107,0.009145390843843818,-0.018788675350965622,-0.011989754913332784,0.009039488383779416,-0.021180825249526664,-0.028223791759580882,-0.05563867671578529,0.07769519063660263,0.05884795471568114,0.07980054692144212,0.05215523423539705,0.07729560881080308,-0.009984521230532027,0.47255146566924744,0.18350694442679388,0.4249672713274358,0.2239420322946755,1.0,0.619546677267069,0.029070997869465494,0.035634755756860155,0.02024580726370202,0.2658635253846004,0.14549108199243274,0.009291223814433936,-0.04263125527558965,-0.04683405395415093,-0.02005921573390988,0.011767513001057484,0.05263219084135285,0.05590456135138607,-0.003106933300316726,0.011843995937006316,-0.10786298800092273,-0.011878405701061885,0.0025123304811944113,0.00019141896706058805,-0.021779981230102836,-0.1347428171784122
TROPm,-0.00726812162699597,0.05948890175547227,-0.00926240628930365,0.12424846436339536,0.20256955343590297,0.13786413858775282,0.10179319412152511,0.026553106287763577,0.22752729463782345,0.003570506378318013,-0.004996965200853191,0.0029874350986763727,0.009311315708354922,0.04158733483799347,-0.0052851380578590535,-0.10280368052494661,0.09273522436466161,0.08097772317881723,0.09309278477221719,0.04228517129408154,0.10524985834250476,0.01646802972945671,0.29798662336570486,0.3549191871389948,0.3422519035024994,0.43007406890435645,0.619546677267069,1.0,0.10125827112523834,0.18282635006004785,0.13630721739186544,0.16244654990148064,0.3452480877695836,0.07186886651324816,-0.03769591530125602,-0.04557068413277889,-0.010178691267859752,0.038644456433065424,0.1998666130877138,0.2580737905418045,0.003963121788579901,0.021127398802938284,-0.07786734332465882,0.005250752294333263,-0.05077956954526225,-0.02874346421127625,-0.026438131195312565,-0.22165388018160198
KREAa,-0.058561679995981386,0.13181215557197554,0.024114195168077158,0.10933861030804934,0.12834258770879528,0.026653589840196085,0.06140552179283747,0.008962940981771934,0.22738042625969185,-0.0008801709356139402,0.003831647871127238,-0.05596471879574796,0.15046600499640145,0.031079765917799297,-0.012514059209645887,0.03430046782357977,-0.03764265513075393,0.01832795198786977,0.009191366405022435,0.055512459558662346,0.06622567158166119,0.036459752781199554,0.011440191836528257,0.10464438331097597,0.027931374600314054,0.07728585134753584,0.029070997869465494,0.10125827112523834,1.0,0.7865009133249407,0.4231866118423238,0.10653174221480988,0.1066538060598344,0.0326402682319672,-0.15669590349381898,0.016103851883651543,0.06071025094373266,0.01569186589395909,0.20433067592287668,0.19898357765332605,0.18887784399734767,0.10090012100937445,0.1238980518354833,0.12519687800325371,-0.09626885285305574,-0.12597268177614332,0.029216706443955933,-0.1755761352151157
